K2_Time,Filter,Raw,RB,Sky,Error
3282.249186,g,7125.509337,6.274009,12770.99219,29.743077
3282.26962,g,0,0,12792.65723,0
3282.290053,g,7045.719586,5.894046,12788.77148,29.696691
3282.310487,g,7016.957501,6.931694,12759.29395,29.65306
3282.33092,g,7008.691445,6.787119,12757.28613,29.645357
3282.351354,g,7020.449112,7.962214,12748.45215,29.647549
3282.371788,g,7038.676152,5.757061,12760.77539,29.670449
3282.392221,g,7048.557227,7.780576,12741.19531,29.66318
3282.412655,g,7085.742559,5.831349,12739.50781,29.689773
3282.433088,g,7085.031269,6.672648,12725.41797,29.678688
3282.453522,g,7097.62924,6.846213,12727.88281,29.689969
3282.473955,g,7083.630841,7.274041,12722.22461,29.675246
3282.494389,g,7139.93618,5.34316,12714.94141,29.711949
3282.514823,g,0,0,12718.25098,0
3282.535256,g,7018.062742,8.05359,12707.82715,29.615279
3282.55569,g,7047.200754,7.257127,12695.06055,29.627566
3282.576123,g,7099.101398,6.441125,12692.05859,29.664235
3282.596557,g,7122.268766,6.561048,12687.17383,29.677934
3282.616991,g,7065.97733,7.513389,12691.25195,29.638796
3282.637424,g,7117.492221,6.823659,12680.0918,29.669049
3282.657858,g,7107.678328,5.854874,12674.60742,29.657584
3282.678292,g,7036.10048,7.571049,12666.16211,29.597538
3282.698725,g,7045.099915,7.082874,12658.14648,29.598277
3282.719159,g,7031.421355,7.381559,12649.57129,29.581557
3282.739592,g,7010.514046,6.916863,12635.54102,29.555289
3282.760026,g,0,0,12649.48731,0
3282.78046,g,0,0,12660.95117,0
3282.800893,g,7049.133605,5.784219,12653.8252,29.598061
3282.821327,g,7048.313662,6.584404,12667.88867,29.608006
3282.84176,g,7032.241677,6.806359,12655.80566,29.586859
3282.862194,g,7070.288026,6.534671,12655.50586,29.615207
3282.882628,g,7063.534053,8.115247,12637.08398,29.596303
3282.903061,g,7099.846054,6.798507,12647.80176,29.631608
3282.923495,g,7100.329846,6.618508,12635.29395,29.622585
3282.943928,g,7110.233114,6.02601,12632.9043,29.628224
3282.964362,g,7111.757678,5.703514,12615.52344,29.616324
3282.984796,g,7045.565275,7.667498,12597.78223,29.553252
3283.005229,g,0,0,12607.29981,0
3283.025663,g,7109.461157,5.648279,12601.87402,29.604352
3283.046096,g,7074.950549,5.702601,12593.49707,29.572128
3283.06653,g,7060.927372,6.159117,12581.48242,29.552547
3283.086964,g,7081.91074,5.56442,12580.49219,29.567583
3283.107397,g,7028.301528,7.086298,12566.90332,29.517015
3283.127831,g,7040.805377,7.03818,12554.86328,29.517364
3283.148264,g,7060.357775,5.889153,12550.7832,29.529015
3283.168698,g,7062.011785,6.212861,12557.50781,29.535322
3283.189132,g,7034.003879,7.454435,12532.08594,29.495078
3283.209565,g,7057.310109,6.932871,12529.30176,29.510542
3283.229999,g,7060.569908,6.028565,12537.01074,29.518804
3283.250432,g,7068.099982,7.64477,12516.78418,29.509241
3283.270866,g,7098.654291,6.968179,12519.90137,29.534597
3283.2913,g,7127.47644,6.265297,12515.71387,29.553134
3283.311733,g,7125.065863,6.884945,12506.82422,29.544632
3283.332167,g,7136.406886,5.153518,12506.0791,29.552604
3283.352601,g,7082.764361,6.697349,12492.46875,29.501969
3283.373034,g,7071.464832,6.326296,12489.27539,29.491046
3283.393468,g,6990.866346,7.384144,12473.35352,29.418196
3283.413901,g,0,0,12478.32324,0
3283.434335,g,0,0,12479.15039,0
3283.454769,g,0,0,12472.6875,0
3283.475202,g,0,0,12466.08398,0
3283.495636,g,0,0,12456.4668,0
3283.516069,g,0,0,12464.51172,0
3283.536503,g,7055.918374,6.717402,12462.74609,29.459311
3283.556937,g,7072.182458,5.866085,12458.9834,29.468743
3283.57737,g,7079.606881,6.039796,12450.96875,29.468298
3283.597804,g,7039.763402,8.697868,12472.37891,29.454388
3283.618237,g,7145.953976,4.737667,12437.67285,29.508294
3283.638671,g,7100.96819,7.419593,12415.25098,29.457465
3283.659105,g,7130.486094,5.909185,12412.0752,29.477339
3283.679538,g,7084.294796,6.537961,12415.35645,29.444959
3283.699972,g,7078.859997,6.029903,12416.71094,29.441878
3283.720405,g,7000.006714,8.236066,12391.12305,29.36291
3283.740839,g,0,0,12400.70898,0
3283.761273,g,7084.65538,5.187538,12399.37793,29.433165
3283.781706,g,6995.071509,8.530168,12384.78418,29.354373
3283.80214,g,7014.288479,8.416086,12383.44043,29.367906
3283.822573,g,7058.827968,7.826583,12449.51758,29.451523
3283.843007,g,7051.67787,7.103827,12366.45801,29.383349
3283.863441,g,7046.055295,6.248377,12365.48731,29.378361
3283.883874,g,7077.206986,6.904815,12355.25,29.394183
3283.904308,g,7127.466172,6.639359,12349.60938,29.427909
3283.924741,g,7125.065663,6.382093,12344.52539,29.422254
3283.945175,g,7080.463577,7.771986,12335.66895,29.381834
3283.965609,g,7066.072895,7.419794,12330.09766,29.366726
3283.986042,g,0,0,12333.4707,0
3284.006476,g,7035.938014,7.513469,12336.84375,29.349015
3284.026909,g,7054.466863,6.694297,12320.24414,29.350476
3284.047343,g,7050.840596,7.395823,12315.50586,29.34414
3284.067777,g,7046.150967,7.16816,12304.81055,29.332482
3284.08821,g,7057.493225,8.078068,12299.02637,29.336694
3284.108644,g,7070.917934,7.532417,12305.96875,29.352124
3284.129078,g,7112.446219,6.279476,12312.74023,29.388683
3284.149511,g,7068.678855,7.329245,12296.16602,29.343002
3284.169945,g,7130.155825,5.987926,12289.7002,29.384651
3284.190378,g,7101.608624,6.629528,12283.58398,29.358414
3284.210812,g,7107.544052,6.027581,12276.79004,29.357764
3284.231245,g,0,0,12281.60547,0
3284.251679,g,7058.417777,6.04158,12270.63574,29.315873
3284.272113,g,7028.642607,5.984865,12280.59961,29.300845
3284.292546,g,7080.5818,5.062988,12278.50195,29.338637
3284.31298,g,7035.681799,6.55731,12245.92969,29.279874
3284.333414,g,7051.212968,6.402886,12250.90039,29.295436
3284.353847,g,7006.36637,8.375167,12244.67871,29.256656
3284.374281,g,7017.828208,7.209541,12241.7666,29.263152
3284.394714,g,7061.605414,6.38376,12232.25,29.289168
3284.415148,g,7058.014546,6.916035,12230.0957,29.284807
3284.435582,g,7110.330912,6.082544,12226.13477,29.321493
3284.456015,g,7075.181088,7.779124,12218.27441,29.288865
3284.476449,g,0,0,12219.38086,0
3284.496882,g,7059.809724,5.91456,12211.78223,29.272265
3284.517316,g,7059.192287,6.1966,12197.61328,29.261033
3284.53775,g,7041.922109,6.469477,12204.82617,29.253391
3284.558183,g,7109.788448,5.689709,12190.72461,29.294221
3284.578617,g,7099.836175,6.74747,12188.55762,29.285023
3284.59905,g,7078.871209,7.426659,12181.88281,29.264033
3284.619484,g,7094.083842,6.256963,12181.67773,29.275432
3284.639918,g,7070.802897,7.469641,12180.67188,29.256983
3284.660351,g,7087.634721,7.112499,12169.26465,29.261104
3284.680785,g,7118.544834,5.432424,12165.04785,29.281378
3284.701218,g,7075.4106,6.666766,12147.5332,29.235295
3284.721652,g,0,0,12146.48828,0
3284.742086,g,7072.353099,5.599179,12144.01953,29.230298
3284.762519,g,7082.106486,5.274126,12157.09473,29.247655
3284.782953,g,7081.488085,5.877224,12146.37891,29.239038
3284.803386,g,7083.945663,7.137002,12138.71484,29.23508
3284.82382,g,7096.195216,5.936665,12138.27539,29.244059
3284.844254,g,7127.658865,5.349792,12127.42383,29.259724
3284.864687,g,7112.68161,5.447171,12145.07617,29.261757
3284.885121,g,7145.619904,5.355978,12125.0293,29.271549
3284.905554,g,7114.979275,5.817242,12117.78516,29.242762
3284.925988,g,7115.05126,5.676265,12119.50684,29.244126
3284.946422,g,7078.540758,6.307592,12107.15039,29.206953
3284.966855,g,0,0,12108.48047,0
3284.987289,g,7044.820176,5.942308,12102.45898,29.177701
3285.007722,g,7059.087056,5.524199,12098.74316,29.185739
3285.028156,g,7019.995017,6.934274,12097.89453,29.155299
3285.04859,g,7033.199676,7.367823,12088.64551,29.158316
3285.069023,g,7069.776899,6.256155,12075.50195,29.176177
3285.089457,g,7085.568457,5.671387,12087.38477,29.197256
3285.109891,g,7110.938315,6.151057,12075.90625,29.207831
3285.130324,g,7100.49149,6.450944,12065.40234,29.19188
3285.150758,g,7114.806381,6.016578,12066.42871,29.203561
3285.171191,g,7109.044304,6.022029,12059.10645,29.193599
3285.191625,g,7090.045095,5.643078,12055.36328,29.176275
3285.212059,g,0,0,12056.07031,0
3285.232492,g,7050.349906,5.252619,12051.69238,29.143213
3285.252926,g,7027.378326,6.808005,12039.64844,29.11649
3285.273359,g,7046.189467,6.596035,12037.35254,29.129097
3285.293793,g,7058.589657,6.310475,12018.8252,29.124421
3285.314226,g,7022.359438,7.530451,12031.18945,29.106197
3285.33466,g,7046.639575,8.062023,12005.86426,29.105399
3285.355094,g,7074.857757,7.046021,12008.71289,29.129119
3285.375527,g,7180.051131,3.700789,12013.2627,29.212755
3285.395961,g,7098.478592,7.297063,12002.14063,29.142128
3285.416395,g,7127.89211,5.857441,11998.42578,29.161725
3285.436828,g,7104.988024,5.412857,11998.30273,29.144166
3285.457262,g,0,0,11994.74414,0
3285.477695,g,7097.695259,5.87204,11985.45313,29.128797
3285.498129,g,7071.105907,6.390004,11983.20898,29.106783
3285.518563,g,7094.264106,5.328615,11976.6084,29.119426
3285.538996,g,7127.953895,5.030907,11981.16797,29.148613
3285.55943,g,7073.6781,7.094974,11973.12207,29.101042
3285.579863,g,7060.639031,6.924329,11973.31543,29.091227
3285.600297,g,7105.905179,4.648587,11965.30566,29.119685
3285.620731,g,7038.742559,7.397297,11946.6709,29.054109
3285.641164,g,6984.838186,7.644505,11945.05664,29.011597
3285.661598,g,6931.149727,7.54007,11942.96289,28.96882
3285.682031,g,6917.781987,5.280421,11935.87695,28.953119
3285.702465,g,0,0,11957.19824,0
3285.722899,g,7083.940891,5.962364,11932.48633,29.07783
3285.743332,g,7103.548407,5.92163,11935.16797,29.094866
3285.763766,g,7087.511342,6.883632,11925.17285,29.074968
3285.784199,g,7083.138867,6.460914,11924.21289,29.070891
3285.804633,g,7096.960614,6.205779,11908.49805,29.069443
3285.825067,g,7040.319506,6.090965,11904.94141,29.023369
3285.8455,g,0,0,11895.96094,0
3285.865934,g,0,0,11901.16211,0
3285.886367,g,0,0,11891.83984,0
3285.906801,g,0,0,11896.09766,0
3285.927235,g,0,0,11874.47852,0
3285.947668,g,0,0,11882.07324,0
3285.968102,g,7147.83477,3.686141,11889.66699,29.093938
3285.988535,g,7137.381232,3.974882,11887.21582,29.084076
3286.008969,g,7091.721984,5.446966,11881.34961,29.044664
3286.029403,g,7093.745468,5.241068,11881.02441,29.045964
3286.049836,g,7097.089671,4.754354,11874.00977,29.043154
3286.07027,g,7087.267522,4.925941,11873.24219,29.035047
3286.090703,g,7070.872728,5.286575,11858.82617,29.011447
3286.111137,g,7082.063159,4.712829,11856.11914,29.017947
3286.131571,g,7078.212631,4.531643,11849.56934,29.009978
3286.152004,g,7059.650683,4.846197,11842.74805,28.990519
3286.172438,g,6993.539663,7.07379,11842.33008,28.939457
3286.192872,g,7040.035287,5.71104,11827.22656,28.963562
3286.213305,g,7049.748347,5.904283,11826.08594,28.970141
3286.233739,g,7048.755791,5.60752,11825.91992,28.969252
3286.254172,g,7077.379509,4.836277,11809.53223,28.978641
3286.274606,g,6975.961906,8.430432,11816.73145,28.906269
3286.29504,g,7044.645302,4.749939,11815.73828,28.958282
3286.315473,g,7030.191533,6.519424,11805.75,28.939512
3286.335907,g,7037.414321,6.445329,11805.77832,28.945081
3286.35634,g,7020.680169,7.819772,11789.92285,28.92004
3286.376774,g,7087.441552,5.948375,11789.56055,28.971037
3286.397208,g,7086.245614,5.602146,11783.83008,28.965722
3286.417641,g,7099.551152,5.54354,11791.92481,28.982142
3286.438075,g,0,0,11780.68359,0
3286.458508,g,7056.7055,5.003398,11792.65234,28.949816
3286.478942,g,7035.271512,5.245484,11775.80664,28.920405
3286.499376,g,7036.240209,6.446228,11765.48535,28.913215
3286.519809,g,0,0,11757.12305,0
3286.540243,g,7046.982009,5.308201,11760.16211,28.917381
3286.560676,g,7056.443432,5.760017,11753.03906,28.919179
3286.58111,g,7092.01425,4.344884,11753.58594,28.946931
3286.601544,g,7047.868792,6.496562,11738.59277,28.901476
3286.621977,g,7103.909769,4.932785,11737.20996,28.943489
3286.642411,g,7073.370167,6.197939,11746.89746,28.927469
3286.662844,g,7084.157119,5.448711,11734.31055,28.926085
3286.683278,g,0,0,11731.63574,0
3286.703712,g,7021.899655,6.196325,11739.53711,28.882221
3286.724145,g,7063.838857,5.212266,11738.15918,28.913425
3286.744579,g,7104.484018,4.904959,11713.83496,28.925971
3286.765012,g,7087.545541,5.806283,11716.91406,28.915317
3286.785446,g,7130.80791,4.556271,11705.24512,28.939597
3286.80588,g,7112.539639,5.062691,11698.72656,28.92055
3286.826313,g,7113.396964,5.459107,11706.1416,28.926908
3286.846747,g,7109.893935,4.997963,11692.16992,28.913475
3286.86718,g,7068.107308,6.850826,11685.02539,28.875828
3286.887614,g,7099.412178,5.778666,11681.06738,28.896874
3286.908048,g,7064.064478,5.914119,11683.47656,28.871523
3286.928481,g,0,0,11681.33984,0
3286.948915,g,7078.949546,4.110065,11679.73242,28.8801
3286.969349,g,7042.859432,5.656904,11681.97363,28.854032
3286.989782,g,7053.690494,5.949536,11673.86816,28.856132
3287.010216,g,7088.122178,5.46645,11661.07422,28.872797
3287.030649,g,7082.192775,5.734523,11652.05273,28.861283
3287.051083,g,7106.592403,5.312154,11658.82422,28.885284
3287.071516,g,7095.430884,5.822281,11650.1582,28.87002
3287.09195,g,7134.201909,4.607764,11638.2041,28.890663
3287.112384,g,7099.660092,4.986508,11645.07617,28.869363
3287.132817,g,7060.068174,6.232829,11628.375,28.825981
3287.153251,g,7053.805141,5.540695,11624.14063,28.817884
3287.173685,g,0,0,11629.17969,0
3287.194118,g,7028.87496,6.182841,11624.31934,28.798783
3287.214552,g,7061.841403,5.7052,11614.04981,28.816299
3287.234985,g,7077.064008,4.920372,11622.1377,28.834277
3287.255419,g,7084.277973,5.604827,11605.85938,28.827287
3287.275853,g,7099.541738,4.99609,11610.69922,28.842787
3287.296286,g,7121.678515,4.079001,11600.54883,28.852024
3287.31672,g,7082.056638,6.559397,11596.86816,28.818639
3287.337153,g,7110.955327,5.335696,11580.9707,28.828667
3287.357587,g,7099.230729,5.632703,11565.85156,28.807959
3287.378021,g,7078.350723,5.138443,11583.40723,28.805393
3287.398454,g,7002.036993,6.674804,11568.51172,28.734914
3287.418888,g,0,0,11574.23438,0
3287.439321,g,7057.272887,4.990349,11574.35352,28.782129
3287.459755,g,7057.937186,5.208922,11566.77832,28.776791
3287.480189,g,7070.243698,5.427876,11560.73438,28.781628
3287.500622,g,7083.497031,5.852268,11555.95703,28.788174
3287.521056,g,7085.506648,5.645591,11545.0752,28.781322
3287.541489,g,7076.825102,6.622134,11545.46875,28.77492
3287.561923,g,7099.927554,4.942602,11547.81836,28.794577
3287.582357,g,7105.185106,4.656255,11539.375,28.792117
3287.60279,g,7076.977652,5.887905,11523.56543,28.75811
3287.623224,g,7038.292719,5.780215,11531.84668,28.734597
3287.643657,g,6998.20853,6.351451,11513.53809,28.689385
3287.664091,g,0,0,11504.75977,0
3287.684525,g,7108.193518,5.165876,11526.97168,28.784862
3287.704958,g,7074.849396,6.03455,11511.01758,28.746763
3287.725392,g,7078.58326,6.136241,11514.24902,28.752149
3287.745825,g,7076.20687,7.046671,11494.14453,28.734761
3287.766259,g,7072.913071,6.32082,11488.61914,28.727937
3287.786693,g,7035.715988,5.957771,11498.16602,28.706532
3287.807126,g,7016.062928,5.514966,11493.31836,28.687552
3287.82756,g,6954.537882,5.949734,11484.3291,28.632855
3287.847993,g,6863.173852,6.466107,11475.16504,28.554695
3287.868427,g,6833.994304,4.104604,11474.55664,28.531494
3287.888861,g,6756.167974,5.091434,11467.06934,28.464942
3287.909294,g,0,0,11468.59082,0
3287.929728,g,7127.95866,4.337034,11470.11328,28.7562
3287.950161,g,7094.091641,4.815031,11465.54395,28.72647
3287.970595,g,7111.489069,4.487064,11459.63379,28.735358
3287.991029,g,7071.338223,4.905008,11451.19531,28.697742
3288.011462,g,7075.124102,4.068299,11456.15137,28.704513
3288.031896,g,7079.906384,4.460053,11439.60547,28.695401
3288.05233,g,7035.754215,6.194833,11430.6084,28.654195
3288.072763,g,7067.707387,4.784519,11437.40625,28.684244
3288.093197,g,7069.295274,4.690582,11431.24121,28.680696
3288.11363,g,7028.687227,5.804991,11431.32031,28.649264
3288.134064,g,7073.341685,4.421659,11411.29981,28.668373
3288.154497,g,7070.755169,3.519997,11422.07227,28.67472
3288.174931,g,7081.023067,4.755717,11408.86426,28.672441
3288.195365,g,7061.369277,4.497597,11408.49805,28.656914
3288.215798,g,7036.070198,5.790063,11395.14844,28.626916
3288.236232,g,7052.004905,5.215627,11391.43555,28.636405
3288.256666,g,7042.939663,5.191827,11410.4834,28.644154
3288.277099,g,7047.79505,6.102406,11394.90234,28.635828
3288.297533,g,7100.79568,4.341794,11387.1875,28.670964
3288.317966,g,7097.065307,5.204462,11390.14453,28.670365
3288.3384,g,7108.349136,4.256547,11373.69824,28.666361
3288.358834,g,7079.562557,6.083622,11359.32813,28.632873
3288.379267,g,7104.76691,5.132195,11378.60645,28.66739
3288.399701,g,0,0,11370.67871,0
3288.420134,g,7068.911139,5.198102,11362.86914,28.627352
3288.440568,g,7082.876558,4.866979,11357.46973,28.634003
3288.461002,g,7113.090124,4.113743,11366.72461,28.66463
3288.481435,g,7100.186539,4.411639,11359.14941,28.648743
3288.501869,g,7101.9189,5.274563,11340.53516,28.63564
3288.522302,g,7084.221493,5.858001,11343.39453,28.624118
3288.542736,g,7066.219763,7.110349,11337.65234,28.605671
3288.56317,g,7081.114661,6.433314,11331.00195,28.612077
3288.583603,g,7114.971909,4.821128,11327.16992,28.635397
3288.604037,g,7074.616827,5.732892,11329.95996,28.606218
3288.62447,g,7050.845991,6.107485,11325.85059,28.584543
3288.644904,g,0,0,11304.35547,0
3288.665338,g,7030.701658,6.301693,11310.4834,28.556911
3288.685771,g,7093.559803,5.170342,11314.90137,28.609237
3288.706205,g,7054.942307,6.431069,11304.09766,28.570808
3288.726638,g,7109.741497,4.963984,11304.36816,28.613626
3288.747072,g,7100.587083,5.700561,11290.99219,28.596116
3288.767506,g,7091.145713,5.975294,11297.26367,28.593651
3288.787939,g,7078.329601,6.176477,11288.1377,28.576586
3288.808373,g,7049.178492,6.866062,11284.41211,28.550998
3288.828806,g,7089.845598,4.837605,11284.4209,28.582653
3288.84924,g,7049.202551,5.11,11274.89746,28.543607
3288.869674,g,7009.870128,5.486191,11276.22266,28.51399
3288.890107,g,0,0,11274.08398,0
3288.910541,g,7070.272519,4.816296,11264.75781,28.552119
3288.930974,g,7029.219222,5.880459,11262.20117,28.518143
3288.951408,g,7032.521548,5.232168,11270.97266,28.527554
3288.971842,g,7067.494914,3.610074,11268.05371,28.552523
3288.992275,g,6949.576221,8.427978,11249.95801,28.446423
3289.012709,g,7279.64508,5.403769,11246.55273,28.700581
3289.033143,g,7064.591895,5.227122,11233.52148,28.52336
3289.053576,g,7036.539592,6.031239,11235.74512,28.503222
3289.07401,g,7061.444006,5.494265,11246.95801,28.531378
3289.094443,g,7080.267102,5.714709,11232.42578,28.534722
3289.114877,g,7057.30441,7.578737,11222.0166,28.50871
3289.135311,g,0,0,11230.65332,0
3289.155744,g,7042.782149,4.892181,11220.32129,28.49606
3289.176178,g,6996.998973,5.943668,11219.55762,28.459723
3289.196611,g,7044.106509,6.318007,11205.46484,28.485501
3289.217045,g,7039.902238,6.389439,11194.02148,28.473287
3289.237479,g,7017.511965,6.574757,11202.87402,28.462715
3289.257912,g,7075.847313,5.233996,11193.64063,28.501041
3289.278346,g,7075.238786,5.407423,11199.08789,28.504815
3289.298779,g,7068.548894,6.000883,11184.80078,28.48845
3289.319213,g,7065.483994,6.086357,11178.74609,28.481332
3289.339647,g,7104.131335,4.735932,11182.20801,28.514182
3289.36008,g,7084.615955,6.010777,11173.30957,28.49202
3289.380514,g,0,0,11174.13965,0
3289.400947,g,7049.825539,5.258879,11168.54492,28.46114
3289.421381,g,7054.861677,4.79818,11165.01172,28.462314
3289.441815,g,6999.910816,6.668272,11166.70508,28.420686
3289.462248,g,7090.541708,4.384975,11150.5,28.478844
3289.482682,g,7070.830335,5.459915,11157.09863,28.468606
3289.503115,g,7067.944225,5.890506,11145.89258,28.457599
3289.523549,g,7099.186712,5.189142,11141.74219,28.478756
3289.543983,g,7046.396023,7.611003,11140.81543,28.436791
3289.564416,g,7071.294949,7.742613,11126.85938,28.445345
3289.58485,g,7055.134643,7.054838,11120.96094,28.4281
3289.605283,g,7078.355201,6.074545,11117.93457,28.443888
3289.625717,g,0,0,11130.7002,0
3289.646151,g,7058.94055,3.973224,11133.13379,28.440593
3289.666584,g,7029.797955,5.652658,11119.2002,28.406901
3289.687018,g,7033.903996,5.305126,11121.27441,28.411737
3289.707452,g,7036.139846,6.368178,11108.30762,28.40334
3289.727885,g,7062.803562,6.437688,11106.37891,28.422693
3289.748319,g,7082.538444,5.657002,11110.27734,28.441172
3289.768752,g,7032.856275,7.451484,11105.62012,28.398666
3289.789186,g,7059.984681,6.424021,11104.22363,28.418802
3289.809619,g,7082.484455,5.819322,11101.38477,28.434178
3289.830053,g,7033.965504,5.585144,11089.25195,28.386718
3289.850487,g,6965.450928,6.687257,11086.76563,28.331058
3289.87092,g,0,0,11083.38281,0
3289.891354,g,0,0,11080.00195,0
3289.911787,g,7026.897983,5.745541,11078.28125,28.372588
3289.932221,g,7040.928264,4.510621,11086.86621,28.390302
3289.952655,g,7041.797888,4.675858,11079.29102,28.385051
3289.973088,g,7061.489859,4.177984,11070.96484,28.393951
3289.993522,g,7067.978549,5.001885,11063.62305,28.393283
3290.013956,g,7038.626621,5.838389,11060.42969,28.36779
3290.034389,g,7075.000298,5.427598,11049.37207,28.387622
3290.054823,g,7097.389936,4.806704,11050.76953,28.406245
3290.075256,g,7093.712974,5.440021,11045.58887,28.399312
3290.09569,g,7098.498397,4.762132,11051.30957,28.407535
3290.116124,g,0,0,11042.64551,0
3290.136557,g,7029.893034,5.713478,11042.04883,28.346533
3290.156991,g,7063.61393,4.624156,11036.24219,28.368416
3290.177424,g,7043.894637,5.878235,11024.93652,28.344093
3290.197858,g,7076.278402,4.892081,11023.38281,28.368264
3290.218292,g,7086.648641,5.683969,11016.78027,28.371216
3290.238725,g,7067.580596,5.904538,11015.29492,28.355106
3290.259159,g,7022.650861,8.232533,11007.30273,28.313583
3290.279592,g,7051.54743,6.813714,11008.2832,28.337033
3290.300026,g,7089.601799,5.23552,11000.38379,28.36068
3290.32046,g,7055.47832,7.1765,10982.84961,28.320158
3290.340893,g,7058.881308,6.041735,10995.04102,28.332397
3290.361327,g,0,0,10990.20313,0
3290.38176,g,7003.435401,7.236323,10972.05566,28.270788
3290.402194,g,7070.277621,5.066736,10974.64746,28.325336
3290.422628,g,7091.019464,4.754318,10972.74512,28.340119
3290.443061,g,7079.933883,5.195583,10963.3291,28.324032
3290.463495,g,7074.396321,5.620022,10959.33008,28.316546
3290.483928,g,7079.583483,5.893823,10956.03223,28.318029
3290.504362,g,7043.918654,7.117111,10941.88184,28.278894
3290.524796,g,7049.454269,6.187494,10940.92188,28.282491
3290.545229,g,7025.540113,6.837642,10933.01563,28.257467
3290.565663,g,6967.329398,7.70233,10938.54102,28.215987
3290.586096,g,6966.117553,6.836889,10929.73047,28.20809
3290.60653,g,0,0,10930.6416,0
3290.626964,g,7023.598398,6.471387,10928.2207,28.252167
3290.647397,g,7011.758744,6.892308,10917.99805,28.234801
3290.667831,g,7077.529155,5.068304,10921.93945,28.289637
3290.688265,g,7054.96721,5.747774,10925.83691,28.274966
3290.708698,g,7074.484575,5.650327,10916.05664,28.282621
3290.729132,g,7097.493957,5.456442,10896.76758,28.285545
3290.749565,g,7022.209277,7.831187,10897.64453,28.227003
3290.769999,g,7043.485988,6.443446,10907.77832,28.25173
3290.790433,g,7048.545289,6.245518,10889.72266,28.241502
3290.810866,g,7022.696655,7.373801,10881.94824,28.215022
3290.8313,g,7040.817789,5.919739,10873.73242,28.222825
3290.851733,g,0,0,10895.64941,0
3290.872167,g,7028.832865,5.767996,10877.0166,28.215971
3290.8926,g,7016.532578,6.656045,10885.16211,28.212697
3290.913034,g,7004.799912,5.330735,10877.6543,28.197532
3290.933468,g,6984.29366,6.807657,10869.76758,28.175137
3290.953901,g,7003.773741,5.870307,10867.98535,28.189098
3290.974335,g,6948.561326,7.952321,10868.35156,28.145811
3290.994768,g,6991.128839,7.453614,10860.65234,28.173338
3291.015202,g,7042.736901,5.88756,10852.91309,28.207933
3291.035636,g,7031.185708,6.181087,10847.94043,28.194908
3291.056069,g,7061.288308,6.334168,10835.90625,28.209151
3291.076503,g,7080.199791,5.437685,10842.53516,28.229272
3291.096937,g,0,0,10835.07422,0
3291.11737,g,7006.93034,6.357089,10837.18359,28.167287
3291.137804,g,7022.385154,6.310568,10823.7002,28.168843
3291.158237,g,7004.508349,6.477293,10830.06934,28.15976
3291.178671,g,7050.828495,5.456947,10819.8584,28.188253
3291.199105,g,7045.935578,6.358924,10807.14063,28.17436
3291.219538,g,7033.22881,6.97979,10802.97363,28.161043
3291.239972,g,7023.002381,8.122381,10795.54199,28.147099
3291.260405,g,7070.434734,5.810578,10805.68066,28.192534
3291.280839,g,7044.632064,6.425892,10806.90918,28.173149
3291.301273,g,6976.621528,8.849617,10805.34961,28.118198
3291.321706,g,7051.745339,5.739554,10788.22852,28.16402
3291.34214,g,0,0,10790.99707,0
3291.362573,g,7004.713321,6.550171,10785.00586,28.124323
3291.383007,g,7012.786448,5.504612,10789.75586,28.134458
3291.403441,g,6977.75804,6.622736,10789.51856,28.106577
3291.423874,g,6992.599479,6.456359,10776.8877,28.108326
3291.444308,g,7028.294959,6.514029,10768.88672,28.130221
3291.464741,g,7024.8256,6.184158,10765.92969,28.125142
3291.485175,g,7069.315398,5.383643,10769.99805,28.163498
3291.505609,g,7059.12065,6.20595,10752.15918,28.141361
3291.526042,g,7034.524097,7.377915,10756.83887,28.125622
3291.546476,g,7042.005698,7.196398,10740.82129,28.118875
3291.566909,g,7142.673722,6.478963,10746.81738,28.203079
3291.587343,g,0,0,10734.94824,0
3291.607777,g,7010.44697,6.461141,10738.90137,28.092393
3291.62821,g,7010.306969,5.652814,10731.53711,28.086454
3291.648644,g,6986.690308,6.341554,10726.69141,28.063916
3291.669077,g,7018.573184,5.41919,10730.03906,28.091811
3291.689511,g,7049.140564,5.393636,10707.97754,28.098541
3291.709945,g,7008.467368,6.348685,10722.5957,28.077919
3291.730378,g,7059.496308,5.035281,10707.44238,28.10631
3291.750812,g,7084.103947,5.483778,10702.74902,28.122057
3291.771246,g,0,0,10707.49609,0
3291.791679,g,7074.865152,7.011422,10696.09961,28.109494
3291.812113,g,7058.778856,5.767623,10695.52344,28.096313
3291.832546,g,0,0,10698.92188,0
3291.85298,g,7073.015526,4.779886,10702.32031,28.112951
3291.873414,g,7056.21032,4.439564,10691.33984,28.09097
3291.893847,g,7034.291147,5.741807,10678.09668,28.063129
3291.914281,g,7045.768805,5.275002,10675.58594,28.070231
3291.934714,g,7039.627074,6.084056,10671.79297,28.062362
3291.955148,g,7024.658065,5.447029,10671.34766,28.050148
3291.975581,g,6993.152904,6.43483,10675.38184,28.028367
3291.996015,g,7000.159031,5.834778,10671.24219,28.030641
3292.016449,g,7014.07088,5.87829,10657.83594,28.031042
3292.036882,g,6998.371281,6.311821,10647.91602,28.010716
3292.057316,g,7024.258338,4.686101,10660.25098,28.041035
3292.07775,g,7001.006345,6.018141,10632.45703,28.000536
3292.098183,g,7003.62304,5.208249,10646.53418,28.013787
